id,presupuesto,tipo
7498,553560,marcha
7499,352488,redes sociales
7500,439967,marcha
7501,302110,redes sociales
7502,645964,redes sociales
7503,17231,redes sociales
7504,663148,marcha
7505,153675,redes sociales
7506,781362,marcha
7507,921716,redes sociales
7508,237332,marcha
7509,486315,marcha
7510,942533,marcha
7511,567129,redes sociales
7512,887499,redes sociales
7513,828568,marcha
7514,184610,redes sociales
7515,409540,redes sociales
7516,553458,marcha
7517,123412,marcha
7518,903919,marcha
7519,659085,marcha
7520,2886,redes sociales
7521,951372,redes sociales
7522,150436,marcha
7523,24208,redes sociales
7524,269563,redes sociales
7525,213881,marcha
7526,279445,redes sociales
7527,934397,marcha
7528,467877,marcha
7529,895040,redes sociales
7530,630062,redes sociales
7531,305376,redes sociales
7532,996169,redes sociales
7533,11897,redes sociales
7534,225254,marcha
7535,585673,redes sociales
7536,540530,redes sociales
7537,860163,redes sociales
7538,513298,marcha
7539,224873,redes sociales
7540,186600,marcha
7541,954353,marcha
7542,902436,marcha
7543,554205,marcha
7544,126926,redes sociales
7545,691851,marcha
7546,137376,redes sociales
7547,568869,redes sociales
7548,73659,redes sociales
7549,479928,redes sociales
7550,227371,redes sociales
7551,93829,redes sociales
7552,973706,redes sociales
7553,96577,marcha
7554,355429,marcha
7555,707998,marcha
7556,577249,marcha
7557,997915,redes sociales
7558,390616,redes sociales
7559,243069,marcha
7560,917119,redes sociales
7561,81888,redes sociales
7562,149132,marcha
7563,301362,redes sociales
7564,890402,redes sociales
7565,681921,marcha
7566,839397,marcha
7567,942706,marcha
7568,210893,marcha
7569,113380,redes sociales
7570,831666,redes sociales
7571,116651,redes sociales
7572,913982,redes sociales
7573,243067,marcha
7574,846283,marcha
7575,781991,marcha
7576,261845,redes sociales
7577,123501,marcha
7578,444871,marcha
7579,115257,redes sociales
7580,796148,marcha
7581,785072,marcha
7582,865836,redes sociales
7583,509634,marcha
7584,195360,marcha
7585,197574,redes sociales
7586,962651,marcha
7587,870745,marcha
7588,11569,redes sociales
7589,702312,redes sociales
7590,298405,marcha
7591,548531,redes sociales
7592,761427,marcha
7593,535983,redes sociales
7594,409956,marcha
7595,18397,marcha
7596,367058,marcha
7597,528667,marcha
7598,564173,marcha
7599,70782,redes sociales
7600,822105,redes sociales
7601,652282,redes sociales
7602,805201,marcha
7603,273481,marcha
7604,376144,redes sociales
7605,178688,marcha
7606,442714,redes sociales
7607,276867,redes sociales
7608,232037,marcha
7609,85868,redes sociales
7610,804634,marcha
7611,989030,redes sociales
7612,911700,marcha
7613,954575,redes sociales
7614,992784,redes sociales
7615,130495,redes sociales
7616,756359,marcha
7617,302786,marcha
7618,38192,redes sociales
7619,738536,marcha
7620,50319,redes sociales
7621,719203,redes sociales
7622,697638,marcha
7623,686323,marcha
7624,62358,redes sociales
7625,588657,marcha
7626,740696,marcha
7627,836658,redes sociales
7628,485380,redes sociales
7629,575303,marcha
7630,547851,redes sociales
7631,919226,redes sociales
7632,904014,marcha
7633,522892,redes sociales
7634,790737,marcha
7635,717894,redes sociales
7636,218879,redes sociales
7637,723589,marcha
7638,482806,marcha
7639,712478,marcha
7640,721014,marcha
7641,963292,marcha
7642,72756,redes sociales
7643,575784,marcha
7644,415574,redes sociales
7645,987344,redes sociales
7646,863501,marcha
7647,590910,marcha
7648,269579,marcha
7649,113167,redes sociales
7650,374869,marcha
7651,107579,redes sociales
7652,355702,marcha
7653,596485,redes sociales
7654,833296,marcha
7655,676141,marcha
7656,757451,redes sociales
7657,567007,redes sociales
7658,489771,marcha
7659,257962,marcha
7660,194824,redes sociales
7661,886545,redes sociales
7662,817666,redes sociales
7663,200900,redes sociales
7664,966221,redes sociales
7665,327216,redes sociales
7666,663009,marcha
7667,896268,redes sociales
7668,620184,redes sociales
7669,166148,marcha
7670,609145,redes sociales
7671,447884,marcha
7672,703118,redes sociales
7673,658612,redes sociales
7674,537697,marcha
7675,601558,redes sociales
7676,48364,marcha
7677,170231,redes sociales
7678,277915,marcha
7679,572070,marcha
7680,265314,marcha
7681,330644,marcha
7682,170329,marcha
7683,708637,marcha
7684,301366,marcha
7685,949535,redes sociales
7686,965450,marcha
7687,581774,redes sociales
7688,367432,redes sociales
7689,767008,redes sociales
7690,914860,redes sociales
7691,520250,marcha
7692,452076,marcha
7693,136030,marcha
7694,182045,redes sociales
7695,168062,redes sociales
7696,534502,redes sociales
7697,559572,marcha
7698,719959,redes sociales
7699,480798,redes sociales
7700,719842,redes sociales
7701,863665,redes sociales
7702,750989,marcha
7703,604871,marcha
7704,852004,marcha
7705,816356,redes sociales
7706,992964,marcha
7707,482712,marcha
7708,672665,marcha
7709,47391,redes sociales
7710,930105,redes sociales
7711,723150,marcha
7712,575007,marcha
7713,135547,marcha
7714,517117,marcha
7715,741140,marcha
7716,345474,marcha
7717,515182,marcha
7718,33846,redes sociales
7719,179264,redes sociales
7720,683663,redes sociales
7721,955391,redes sociales
7722,19513,redes sociales
7723,522361,redes sociales
7724,126538,marcha
7725,504527,marcha
7726,10448,redes sociales
7727,140663,redes sociales
7728,619441,marcha
7729,921094,redes sociales
7730,896663,marcha
7731,381006,marcha
7732,948469,redes sociales
7733,48733,redes sociales
7734,451173,redes sociales
7735,61867,redes sociales
7736,863353,redes sociales
7737,413247,redes sociales
7738,545150,marcha
7739,58143,marcha
7740,268710,redes sociales
7741,925158,marcha
7742,491332,marcha
7743,805263,redes sociales
7744,237248,redes sociales
7745,993737,redes sociales
7746,729690,redes sociales
7747,146384,marcha
7748,534739,redes sociales
7749,915653,redes sociales
7750,150850,marcha
7751,300618,redes sociales
7752,784112,redes sociales
7753,296782,redes sociales
7754,487401,marcha
7755,255150,marcha
7756,23243,redes sociales
7757,765616,marcha
7758,43305,marcha
7759,885880,marcha
7760,687059,marcha
7761,555748,marcha
7762,915361,marcha
7763,221068,marcha
7764,865567,redes sociales
7765,229138,marcha
7766,431236,marcha
7767,696934,marcha
7768,688871,marcha
7769,486015,redes sociales
7770,565709,redes sociales
7771,519983,redes sociales
7772,898520,redes sociales
7773,780971,redes sociales
7774,609475,redes sociales
7775,309464,marcha
7776,944507,redes sociales
7777,409449,redes sociales
7778,518613,redes sociales
7779,565344,marcha
7780,368160,redes sociales
7781,584135,marcha
7782,433596,redes sociales
7783,725384,redes sociales
7784,748232,redes sociales
7785,794794,marcha
7786,595009,redes sociales
7787,842752,redes sociales
7788,960602,marcha
7789,539873,redes sociales
7790,722189,redes sociales
7791,133181,redes sociales
7792,64610,redes sociales
7793,165424,marcha
7794,62378,marcha
7795,79729,redes sociales
7796,750629,marcha
7797,917911,marcha
7798,471690,redes sociales
7799,8043,marcha
7800,498386,marcha
7801,183200,marcha
7802,15052,marcha
7803,513517,marcha
7804,963004,redes sociales
7805,328497,marcha
7806,952009,marcha
7807,3383,redes sociales
7808,334006,marcha
7809,268350,redes sociales
7810,268649,marcha
7811,653256,marcha
7812,943046,marcha
7813,668481,redes sociales
7814,502890,marcha
7815,346976,redes sociales
7816,618039,redes sociales
7817,58939,marcha
7818,961502,redes sociales
7819,211342,marcha
7820,587180,marcha
7821,246092,marcha
7822,391694,marcha
7823,398387,redes sociales
7824,282561,marcha
7825,495081,redes sociales
7826,983857,redes sociales
7827,950205,marcha
7828,506089,redes sociales
7829,715439,redes sociales
7830,144499,redes sociales
7831,828102,marcha
7832,551492,redes sociales
7833,891175,marcha
7834,985374,marcha
7835,998481,marcha
7836,863665,redes sociales
7837,438635,redes sociales
7838,69690,marcha
7839,574947,marcha
7840,828479,redes sociales
7841,216873,redes sociales
7842,577081,marcha
7843,75926,redes sociales
7844,214572,redes sociales
7845,878077,marcha
7846,755315,redes sociales
7847,538385,marcha
7848,451688,marcha
7849,151071,redes sociales
7850,39033,redes sociales
7851,608342,marcha
7852,46450,redes sociales
7853,708591,marcha
7854,95667,marcha
7855,903164,redes sociales
7856,271422,marcha
7857,107696,marcha
7858,572124,marcha
7859,723582,redes sociales
7860,487660,redes sociales
7861,997316,redes sociales
7862,509135,redes sociales
7863,378411,redes sociales
7864,736387,marcha
7865,909258,marcha
7866,632416,redes sociales
7867,477251,marcha
7868,264245,redes sociales
7869,736492,marcha
7870,246107,marcha
7871,878119,marcha
7872,639156,redes sociales
7873,925571,redes sociales
7874,680727,redes sociales
7875,142776,marcha
7876,215753,marcha
7877,494358,marcha
7878,506274,redes sociales
7879,871343,marcha
7880,933760,redes sociales
7881,216203,marcha
7882,555227,redes sociales
7883,88873,redes sociales
7884,716091,marcha
7885,985399,redes sociales
7886,771616,marcha
7887,102117,redes sociales
7888,626211,redes sociales
7889,643245,marcha
7890,118679,redes sociales
7891,801697,redes sociales
7892,372059,marcha
7893,669214,redes sociales
7894,360495,redes sociales
7895,9765,marcha
7896,381849,redes sociales
7897,622705,marcha
7898,986005,redes sociales
7899,672179,redes sociales
7900,287683,marcha
7901,377491,redes sociales
7902,297423,redes sociales
7903,422277,redes sociales
7904,329461,redes sociales
7905,515338,marcha
7906,774923,redes sociales
7907,898939,marcha
7908,549918,redes sociales
7909,929626,redes sociales
7910,673848,marcha
7911,284318,redes sociales
7912,675979,redes sociales
7913,425678,marcha
7914,810913,marcha
7915,980074,redes sociales
7916,212316,marcha
7917,994755,redes sociales
7918,791685,marcha
7919,96740,redes sociales
7920,650941,marcha
7921,106579,marcha
7922,742684,marcha
7923,555635,marcha
7924,929751,marcha
7925,685505,redes sociales
7926,271885,redes sociales
7927,93158,marcha
7928,315961,marcha
7929,157792,redes sociales
7930,370464,marcha
7931,233368,redes sociales
7932,768738,redes sociales
7933,460019,marcha
7934,620228,redes sociales
7935,965673,redes sociales
7936,816821,redes sociales
7937,721471,redes sociales
7938,358600,redes sociales
7939,292554,redes sociales
7940,964831,marcha
7941,71742,redes sociales
7942,414676,redes sociales
7943,202472,marcha
7944,373450,redes sociales
7945,433251,redes sociales
7946,422336,redes sociales
7947,953624,redes sociales
7948,354710,redes sociales
7949,999427,redes sociales
7950,796421,marcha
7951,487363,marcha
7952,652216,marcha
7953,106207,marcha
7954,328771,marcha
7955,902471,redes sociales
7956,992477,marcha
7957,671251,marcha
7958,528134,redes sociales
7959,640727,marcha
7960,446630,redes sociales
7961,779870,marcha
7962,870827,redes sociales
7963,302493,redes sociales
7964,326427,marcha
7965,751697,redes sociales
7966,790871,marcha
7967,166865,redes sociales
7968,19360,redes sociales
7969,380749,marcha
7970,858687,redes sociales
7971,543413,marcha
7972,79452,redes sociales
7973,618826,marcha
7974,760530,marcha
7975,869741,marcha
7976,299926,redes sociales
7977,743414,redes sociales
7978,16788,redes sociales
7979,392409,marcha
7980,194312,redes sociales
7981,555754,marcha
7982,68896,redes sociales
7983,387132,marcha
7984,47776,marcha
7985,2517,marcha
7986,25452,marcha
7987,573624,marcha
7988,623754,marcha
7989,719579,marcha
7990,443070,redes sociales
7991,586563,marcha
7992,671826,redes sociales
7993,846797,marcha
7994,239754,redes sociales
7995,719986,redes sociales
7996,799904,redes sociales
7997,472825,marcha
7998,962539,redes sociales
7999,672080,redes sociales
8000,843835,redes sociales
8001,506656,marcha
8002,645433,redes sociales
8003,346818,redes sociales
8004,359656,marcha
8005,207770,marcha
8006,412051,marcha
8007,26920,redes sociales
8008,532316,marcha
8009,213987,marcha
8010,156221,marcha
8011,278270,marcha
8012,286565,redes sociales
8013,728419,redes sociales
8014,314607,redes sociales
8015,99819,redes sociales
8016,507103,marcha
8017,174752,marcha
8018,474286,redes sociales
8019,270331,marcha
8020,755559,marcha
8021,178024,redes sociales
8022,966185,redes sociales
8023,319776,marcha
8024,428151,marcha
8025,114879,marcha
8026,242373,marcha
8027,932662,redes sociales
8028,1870,redes sociales
8029,549244,redes sociales
8030,785135,redes sociales
8031,376986,marcha
8032,436896,redes sociales
8033,473854,redes sociales
8034,527413,marcha
8035,364778,marcha
8036,2370,redes sociales
8037,713383,marcha
8038,944986,marcha
8039,356224,marcha
8040,603694,redes sociales
8041,617978,redes sociales
8042,962323,marcha
8043,83127,redes sociales
8044,182109,redes sociales
8045,557046,marcha
8046,863747,marcha
8047,639370,marcha
8048,82579,marcha
8049,257906,redes sociales
8050,658926,marcha
8051,598266,redes sociales
8052,676471,marcha
8053,572546,redes sociales
8054,824412,marcha
8055,314975,marcha
8056,34391,redes sociales
8057,532081,marcha
8058,908975,marcha
8059,473995,marcha
8060,631025,marcha
8061,644861,redes sociales
8062,554,marcha
8063,254873,marcha
8064,188746,redes sociales
8065,855734,marcha
8066,272515,marcha
8067,103610,marcha
8068,299855,redes sociales
8069,332496,marcha
8070,492434,redes sociales
8071,673662,marcha
8072,671202,redes sociales
8073,863163,redes sociales
8074,389575,marcha
8075,814647,marcha
8076,715842,marcha
8077,458981,marcha
8078,157105,redes sociales
8079,28584,marcha
8080,694954,redes sociales
8081,386399,redes sociales
8082,243767,marcha
8083,935219,redes sociales
8084,821472,redes sociales
8085,295096,redes sociales
8086,35613,redes sociales
8087,886804,redes sociales
8088,300864,redes sociales
8089,966678,redes sociales
8090,501135,redes sociales
8091,509787,redes sociales
8092,367450,marcha
8093,352753,redes sociales
8094,396464,marcha
8095,701685,marcha
8096,20357,marcha
8097,249820,redes sociales
8098,931664,marcha
8099,804049,marcha
8100,929669,redes sociales
8101,868201,redes sociales
8102,527764,redes sociales
8103,748115,redes sociales
8104,132760,marcha
8105,33657,redes sociales
8106,664715,marcha
8107,55141,redes sociales
8108,119133,marcha
8109,31556,redes sociales
8110,19518,marcha
8111,214393,redes sociales
8112,809418,marcha
8113,565593,marcha
8114,47480,redes sociales
8115,311752,marcha
8116,340648,redes sociales
8117,592558,marcha
8118,505440,redes sociales
8119,633067,marcha
8120,976565,marcha
8121,947532,redes sociales
8122,725072,marcha
8123,648760,redes sociales
8124,98243,marcha
8125,183619,redes sociales
8126,703205,marcha
8127,17936,marcha
8128,950591,redes sociales
8129,364195,redes sociales
8130,1198,redes sociales
8131,10109,marcha
8132,982296,marcha
8133,464863,marcha
8134,450013,redes sociales
8135,237415,redes sociales
8136,629436,marcha
8137,163942,redes sociales
8138,894599,redes sociales
8139,999793,marcha
8140,477957,redes sociales
8141,16968,marcha
8142,359551,marcha
8143,13610,redes sociales
8144,239977,redes sociales
8145,442001,marcha
8146,755126,redes sociales
8147,677112,marcha
8148,653541,marcha
8149,84374,redes sociales
8150,869439,marcha
8151,6791,redes sociales
8152,581786,redes sociales
8153,215971,redes sociales
8154,419663,marcha
8155,641705,redes sociales
8156,404846,redes sociales
8157,151285,marcha
8158,360460,redes sociales
8159,714918,marcha
8160,829442,redes sociales
8161,76872,marcha
8162,736268,redes sociales
8163,92830,redes sociales
8164,294059,redes sociales
8165,521410,redes sociales
8166,562663,marcha
8167,356628,marcha
8168,353032,redes sociales
8169,136412,marcha
8170,282576,marcha
8171,118742,redes sociales
8172,333789,redes sociales
8173,245870,marcha
8174,379503,marcha
8175,388531,redes sociales
8176,91884,redes sociales
8177,735562,redes sociales
8178,36088,marcha
8179,425219,redes sociales
8180,382363,marcha
8181,574403,redes sociales
8182,108098,marcha
8183,278576,redes sociales
8184,147321,marcha
8185,466114,redes sociales
8186,613227,marcha
