numero,nombre,causa contaminante,area influencia (kms),descripcion,fecha apertura,comuna de tramitacion,status
62565-64135-JB,Sierra Gorda,contaminacion del aire,32.5,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,26/08/1995,Los Muermos,en tramite
49710-78516-DM,Manantial,contaminacion del aire,27.41,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",27/10/1958,Nunoa,en tramite
18924-85253-IB,Celite - Carol,contaminacion de suelo,28.2,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",28/11/2011,Tucapel,en tramite
99238-72130-NH,Cordillera - Tenardita,contaminacion del aire,37.01,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",26/06/2004,Castro,en tramite
67499-52561-GO,"Pinnacle Financial Partners, Inc.",contaminacion del aire,22.2,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,14/02/1984,San Juan de la Costa,en tramite
77153-28979-GB,Array BioPharma Inc.,contaminacion del aire,43.66,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",11/09/1972,Huasco,en tramite
96164-75227-DE,Las Piedras,contaminacion de suelo,45.09,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",12/07/1973,Nacimiento,en tramite
33247-54807-DI,Pinatolca,contaminacion de suelo,30.23,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",21/04/1965,Corral,en tramite
46700-9338-LG,Data Processing,contaminacion de la cadena trofica,10.71,Phasellus in felis. Donec semper sapien a libero. Nam dui.,15/11/1983,Lolol,en tramite
67139-46278-LM,First Trust International Multi-Asset Diversified Income Index,contaminacion de la cadena trofica,34.23,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",08/01/2017,Porvenir,en tramite
8607-21396-AF,Walter Investment Management Corp.,contaminacion de suelo,16.29,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",11/09/2015,Independencia,en tramite
2172-92369-JI,Alliance National Municipal Income Fund Inc,contaminacion del aire,49.31,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",27/07/1991,La Cruz,en tramite
21499-36013-MN,Carola,contaminacion de suelo,43.46,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,16/10/1994,Colbun,en tramite
82089-23515-KN,iShares MSCI EM ESG Optimized ETF,contaminacion de la cadena trofica,18.65,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",21/09/1988,Valparaiso,en tramite
54591-86929-ME,Cowen Inc.,contaminacion del aire,19.98,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,06/11/2003,Retiro,en tramite
84444-85133-FA,Guaranty Bancorp,contaminacion de suelo,48.72,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,05/10/1971,Romeral,en tramite
49610-33325-EJ,Navio,contaminacion del aire,42.58,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,16/08/2002,Calbuco,en tramite
69297-78238-IG,"Aspen Technology, Inc.",contaminacion del aire,42.27,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",02/03/2019,Pucon,en tramite
83042-35001-HM,Maganeso III de Atacama,contaminacion de suelo,26.19,Fusce consequat. Nulla nisl. Nunc nisl.,30/06/1986,Algarrobo,en tramite
775-57348-HB,Spence,contaminacion del aire,36.27,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,04/02/2019,Marchihue,en tramite
54900-47329-AK,"Apple Hospitality REIT, Inc.",contaminacion del aire,37.26,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,01/09/1969,Rio Bueno,en tramite
85645-81268-OM,Algorta,contaminacion del aire,5.07,Sed ante. Vivamus tortor. Duis mattis egestas metus.,27/03/1996,Iquique,en tramite
47648-23166-EF,"Rush Enterprises, Inc.",contaminacion del aire,9.02,Phasellus in felis. Donec semper sapien a libero. Nam dui.,07/10/2016,La Granja,en tramite
46590-3574-KK,"Entergy Louisiana, Inc.",contaminacion de la cadena trofica,29.39,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",13/04/2017,Puerto Octay,en tramite
94897-93522-FM,Cabot Corporation,contaminacion del aire,24.82,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,27/05/2012,Castro,en tramite
21468-33966-BG,Incyte Corporation,contaminacion del aire,43.83,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",12/11/2018,La Serena,en tramite
44463-89382-JB,Linderos,contaminacion del aire,41.29,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,18/07/1988,Litueche,en tramite
93957-42654-MJ,"Urban One, Inc. ",contaminacion de la cadena trofica,34.9,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",15/11/2016,La Cruz,en tramite
83020-52052-LB,Celgene Corporation,contaminacion del aire,1.61,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Duis faucibus accumsan odio. Curabitur convallis.",30/04/2019,Gorbea,en tramite
46271-14461-NI,"Blackhawk Network Holdings, Inc.",contaminacion del aire,6.1,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",15/07/1969,Alto Hospicio,en tramite
29010-12861-DD,"Kayne Anderson Energy Total Return Fund, Inc.",contaminacion de la cadena trofica,44.73,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",10/02/2015,Santa Cruz,en tramite
59130-70279-FF,Lions Gate Entertainment Corporation,contaminacion de la cadena trofica,0.91,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",01/05/2005,Vilcun,en tramite
82896-93321-EJ,U.S. Energy Corp.,contaminacion de suelo,45.5,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",24/01/2007,Punta Arenas,en tramite
34682-25605-BJ,"Adams Diversified Equity Fund, Inc.",contaminacion de la cadena trofica,27.22,Sed ante. Vivamus tortor. Duis mattis egestas metus.,13/09/2015,Empedrado,en tramite
41287-87446-KF,"Nutanix, Inc.",contaminacion del aire,40.27,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",05/08/1997,Molina,en tramite
26975-51258-HJ,Great Plains Energy Inc,contaminacion del aire,20.56,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",14/08/1979,Placilla,en tramite
22769-48482-IM,Nabriva Therapeutics AG,contaminacion de la cadena trofica,33.58,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,26/10/2018,Illapel,en tramite
33544-38676-FG,Aircastle Limited,contaminacion del aire,45.5,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",19/07/2018,Porvenir,en tramite
60688-25664-NN,"OraSure Technologies, Inc.",contaminacion de la cadena trofica,44.37,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Duis faucibus accumsan odio. Curabitur convallis.",12/10/1975,Quillon,en tramite
56810-66919-AH,Abeona Therapeutics Inc.,contaminacion del aire,23.41,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",11/07/1999,Taltal,en tramite
39774-96428-BB,First Trust Multi-Asset Diversified Income Index Fund,contaminacion de la cadena trofica,42.26,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,26/07/2017,Cerro Navia,en tramite
95882-16540-DA,"LTC Properties, Inc.",contaminacion de suelo,45.61,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,25/01/1991,Coinco,en tramite
72595-68383-BL,El Morro,contaminacion de suelo,12.92,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,22/01/2015,Nacimiento,en tramite
87952-12108-MK,Suncor EnergyInc.,contaminacion de suelo,20.87,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",20/02/2000,San Jose de Maipo,en tramite
25492-12359-BI,Nuveen AMT-Free Municipal Value Fund,contaminacion de suelo,15.74,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,02/08/2008,Canela,en tramite
49894-77413-JM,El Morro,contaminacion de suelo,3.32,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",24/11/2007,Huara,en tramite
35590-53572-HD,Georgia Power Company,contaminacion de suelo,28.69,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,24/07/2015,Chanco,en tramite
1305-41548-MB,"ILG, Inc",contaminacion de suelo,27.16,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",06/05/1990,Pozo Almonte,en tramite
91123-69652-EB,Caupolican,contaminacion de la cadena trofica,49.42,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,14/02/1998,Hualane,en tramite
83898-72602-FB,"Delcath Systems, Inc.",contaminacion de suelo,41.42,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",23/04/2005,Lo Espejo,en tramite
27735-71818-HA,"HD Supply Holdings, Inc.",contaminacion del aire,16.38,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",10/09/2004,Conchali,en tramite
91019-18710-BB,Lenga,contaminacion de suelo,46.35,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,29/01/1993,San Esteban,en tramite
46290-63138-JN,Diageo plc,contaminacion de suelo,25.28,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,18/04/2019,Treguaco,en tramite
91543-67194-BI,Del Fierro,contaminacion de la cadena trofica,11.67,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Duis faucibus accumsan odio. Curabitur convallis.",07/01/2018,Huasco,en tramite
97325-51221-AN,"Discovery Communications, Inc.",contaminacion del aire,8.46,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",11/08/2016,Futrono,en tramite
9576-20383-GJ,Blackstone GSO Long Short Credit Income Fund,contaminacion del aire,33.12,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Duis faucibus accumsan odio. Curabitur convallis.",22/03/1985,Cabrero,en tramite
40991-65254-BD,Lambert,contaminacion del aire,35.31,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",21/10/1965,Pucon,en tramite
74767-26447-HF,Kilroy Realty Corporation,contaminacion del aire,18.05,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",13/03/1982,Collipulli,en tramite
75387-43854-OK,Enel Generacion Chile S.A.,contaminacion del aire,48.84,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",29/12/1993,Calera de Tango,en tramite
41271-12585-BF,"Spark Energy, Inc.",contaminacion de suelo,26.61,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",23/08/2017,Canela,en tramite
67248-63248-LA,Quiborax,contaminacion de suelo,0.41,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",16/08/2009,Futrono,en tramite
18175-72815-EF,The9 Limited,contaminacion de suelo,25.28,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",13/06/1974,San Fernando,en tramite
88021-52926-NN,Old Republic International Corporation,contaminacion del aire,22.61,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,06/06/1993,San Ignacio,en tramite
99248-6464-MD,Vanguard Russell 3000 ETF,contaminacion de suelo,22.29,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",02/02/1974,Calle Larga,en tramite
75800-90272-BL,SQM - Pedro de Valdivia,contaminacion de la cadena trofica,31.63,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",04/03/2018,Pumanque,en tramite
90303-33214-FI,"Ashford Hospitality Prime, Inc.",contaminacion de la cadena trofica,27.88,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",01/02/2010,Tortel,en tramite
18107-57385-BO,El Salvador,contaminacion de suelo,7.65,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,21/10/2003,Pucon,en tramite
77384-79091-DJ,Costamare Inc.,contaminacion de la cadena trofica,28.59,Sed ante. Vivamus tortor. Duis mattis egestas metus.,10/09/2004,La Ligua,en tramite
43336-47142-GG,RenaissanceRe Holdings Ltd.,contaminacion de la cadena trofica,12.99,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",05/10/1988,La Florida,en tramite
76578-13192-GJ,"Commercial Vehicle Group, Inc.",contaminacion del aire,42.19,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,28/02/2016,Nogales,en tramite
46197-7932-FD,Condor,contaminacion de la cadena trofica,32.72,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,15/07/2012,Pudahuel,en tramite
87051-69041-BG,Torchmark Corporation,contaminacion de suelo,32.27,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",23/01/2015,Lo Espejo,en tramite
