numero,comuna de tramitacion
50394-92430-LH,San Rosendo
29596-87752-AG,Freirina
99072-61085-NE,Llanquihue
59675-64269-DM,Tortel
98036-20777-BM,Talagante
65489-47966-NF,Alto Hospicio
88058-75372-HH,Los Lagos
25028-56774-OK,San Nicolas
32486-93485-GJ,Santiago
10455-41658-BH,San Esteban
73346-97049-JB,Peñalolen
50216-71087-NI,Sierra Gorda
51801-55040-DA,Isla de Pascua
72813-71548-KF,Pumanque
84921-87965-LL,San Ignacio
95571-9567-LL,San Javier
69288-83039-DA,Osorno
96307-78531-DH,Pichidegua
73701-56318-GN,Punitaqui
75608-33149-FM,Santa Juana
53211-80072-IJ,Collipulli
62931-738-GE,Monte Patria
84074-2487-BB,Hualqui
59349-94238-IN,Quillota
78585-568-DD,Calle Larga
46926-59290-LF,Paredones
36553-31860-JN,Camiña
49032-18447-JB,San Pedro de la Paz
45073-82602-OG,Melipilla
463-93388-BO,Parral
79659-82044-ED,Hualpen
19050-99601-NM,Coquimbo
78561-84844-OH,Los Alamos
75154-15832-IB,Cartagena
22782-84810-EM,San Joaquin
85129-21878-IA,Macul
63458-88252-EN,Ercilla
41395-64280-DJ,Loncoche
89079-49384-FE,Coinco
1298-57125-KB,Queilen
53659-82499-LL,Independencia
64661-3945-BN,Renca
79863-59524-LK,Cerro Navia
68887-87504-KJ,Conchali
96209-35365-NM,Palmilla
25922-41185-JI,Vichuquen
68246-80285-AN,San Antonio
35813-55272-GJ,Macul
16152-40877-GA,Hijuelas
51632-7210-OG,Cochrane
26742-40556-ML,La Granja
81739-82303-GK,Galvarino
74479-62223-GB,Tolten
78778-16789-BM,Las Cabras
65060-11771-OD,Fresia
16137-85123-AE,Paredones
58060-48174-NO,Chonchi
90994-15827-AO,La Florida
80485-94000-ED,Maria Elena
50446-7459-BJ,Quirihue
95801-66796-JF,Bulnes
5650-41410-BH,Lonquimay
96514-21839-DG,Coronel
3598-13870-EB,Chiguayante
17906-35804-BB,Chanco
37531-27529-LN,Iquique
1338-93302-LE,Doñihue
82808-67127-GO,Natales
38035-1995-BE,El Tabo
91179-10985-AK,Pica
69410-48802-GI,Papudo
36240-66405-AD,Cunco
17406-84864-BF,Rancagua
37036-40076-BH,Los Alamos
55340-83106-LL,Pedro Aguirre Cerda
6939-32818-MI,Tucapel
72316-81023-BA,San Gregorio
7248-47238-GI,Concon
62484-52961-HA,Vitacura
56091-24310-OL,Freirina
61149-83319-DO,Talca
29488-20173-BB,Galvarino
14000-2691-NA,Retiro
15140-42467-NN,Chillan
73212-36285-LB,Ancud
40342-31500-NM,Vicuña
12763-31008-LJ,Angol
89198-43819-JO,Maullin
16149-96047-GE,Isla de Pascua
60163-54906-LL,Valdivia
12205-95061-MG,Machali
65335-44933-GH,Los Lagos
3933-77451-MB,Chanco
91707-90777-KG,Cartagena
57430-24535-FB,Talagante
33426-87799-BF,Pemuco
86798-47756-IA,Lo Prado
97823-37134-AL,San Jose de Maipo
64805-2786-JM,Buin
17438-19917-IK,Dalcahue
30947-73721-AB,Olmue
4589-31236-MK,Vicuña
36542-66303-OH,Chepica
6348-6464-BA,Contulmo
71186-12518-BL,Rauco
33057-67489-LK,Carahue
76424-431-GO,Cartagena
82883-37562-GA,Treguaco
84826-34828-MB,Pinto
78047-80069-MF,Coelemu
81206-473-AH,Chonchi
28001-38557-NF,Tierra Amarilla
82907-57199-GK,Santa Maria
38985-92942-IL,Buin
48551-70776-MD,Quinta de Tilcoco
58940-19701-DL,Queilen
23818-35840-DA,Frutillar
74708-14679-GK,San Nicolas
7858-28748-IF,Ranquil
90184-74857-IN,Los Alamos
40652-15861-DF,Nueva Imperial
40761-51133-LI,Teodoro Schmidt
41156-42986-KK,Pelarco
25068-96561-FO,La Florida
6899-23153-HO,Padre Hurtado
61190-51902-OK,San Fabian
59568-9684-MM,Quillon
26974-51176-DG,Hijuelas
58583-28665-LF,Iquique
35571-70565-KA,Torres del Paine
97715-75300-HB,Tirua
4558-80937-BF,Rio Claro
1828-26223-MA,Romeral
83367-31339-DA,Providencia
58618-82429-AD,Recoleta
71741-47470-LE,Temuco
21352-28783-IO,Cerrillos
96851-70054-GB,Tolten
60479-52902-BE,Mejillones
26710-84339-IO,Chillan Viejo
73813-85083-FF,Treguaco
50740-30212-EI,Bulnes
99804-13199-BF,Temuco
38385-39589-MN,Quemchi
27741-66529-JE,Pichilemu
85737-37824-AB,El Bosque
32417-17837-BN,Curanilahue
42286-24983-BF,Ñiquen
10301-35398-NB,Tocopilla
66274-76785-JM,Copiapo
19377-92332-IF,Paredones
57361-60483-JI,San Pedro de Atacama
61147-45273-DO,Vilcun
45798-3085-JG,Los Alamos
33012-31073-BG,Pedro Aguirre Cerda
4447-31382-LH,San Fernando
25995-86819-BM,Lo Barnechea
43522-1722-KA,San Rafael
77048-63286-HB,Los Alamos
78508-50243-MM,Camiña
47334-84032-DE,Buin
26193-61622-NI,La Ligua
17801-14763-EM,Ercilla
29502-5816-BM,Vilcun
98729-89310-BM,Calama
72116-66066-DH,Paiguano
2428-38662-BK,Lonquimay
76717-36167-BJ,Renca
14618-54973-MB,San Felipe
3834-33763-AM,Guaitecas
80281-17134-MA,San Pedro de la Paz
18537-2641-DO,Yumbel
55899-84272-OM,Algarrobo
83884-63307-GD,Coelemu
64828-44640-BB,Pelarco
48673-29371-BB,Litueche
239-77014-KB,Algarrobo
71228-16863-FN,Carahue
36679-5119-BH,Lumaco
17031-84283-MA,Peumo
27573-52503-BK,Taltal
51298-10581-AG,Rio Verde
89181-7209-FL,El Carmen
30527-99934-BB,Pemuco
72655-19292-BE,Llanquihue
64161-59823-OH,Talca
82089-20352-OI,Cobquecura
68169-35665-MO,Santa Cruz
73377-1115-HJ,Ovalle
25434-43546-BI,Pelarco
59713-11513-OK,Colbun
73035-39432-KL,San Rosendo
62975-28695-OB,La Cisterna
99000-86687-NH,Quinchao
65172-17099-DF,Cabildo
2979-54539-NF,La Higuera
19152-7189-BI,Corral
91071-74721-GL,Tortel
8338-51489-OM,Penco
5253-59135-ON,Yerbas Buenas
6827-31512-HD,Arauco
4467-26002-OJ,Negrete
29102-46813-BF,San Bernardo
63235-68991-FD,Lanco
449-69325-BD,Cochamo
65567-68603-OF,Santa Barbara
50528-4260-AK,Talcahuano
39000-48753-HN,Santa Barbara
29414-63751-GL,Rengo
67387-38195-EM,Paillaco
18940-10782-OJ,San Clemente
41444-64672-LN,San Fabian
3221-36571-FI,Putre
46734-68069-EI,Diego de Almagro
34022-28386-BA,Calbuco
69624-86977-FF,Chillan
4414-35460-KF,Mejillones
25252-20175-NH,Cauquenes
62112-7199-BI,Lo Espejo
23656-83047-LN,Chillan Viejo
78367-76290-MN,Traiguen
48334-2718-NM,Ninhue
83272-69970-FD,Las Cabras
54874-92078-OK,Teodoro Schmidt
69809-31380-HB,Recoleta
17377-14208-HK,Curico
76970-29905-HJ,Pumanque
52527-96296-HI,Frutillar
4016-1606-EL,Paredones
55504-96379-HN,O'Higgins
65000-93235-BN,Cañete
94386-28545-NI,Cabrero
86215-27098-AK,Pirque
19294-61025-BA,Lota
86831-43186-ID,Las Cabras
43403-75171-ED,Lampa
29867-78598-BB,Palena
56948-18994-BI,Puerto Montt
13860-34779-EK,Molina
88139-25390-NN,Contulmo
81275-12699-KO,Mejillones
18051-38894-DD,Renca
30238-5563-KA,Gorbea
18538-90283-FF,Victoria
7096-5347-DN,Portezuelo
54118-89700-AK,Puerto Varas
10464-69460-GL,Pica
92459-50540-DN,Providencia
3743-55981-LN,Malloa
57350-67547-AO,Parral
20831-60210-EL,Hualañe
76815-83513-KL,Colchane
10068-83453-HE,San Vicente
33180-19444-OH,Camiña
19694-31038-BG,Lanco
28605-46059-AL,Juan Fernandez
63011-45627-NJ,Galvarino
57137-11017-EB,Los Andes
9555-85436-LB,Requinoa
65804-39310-NI,Chaiten
12859-54075-FH,Torres del Paine
56371-28089-LB,Lo Barnechea
74450-55641-KA,Huara
64551-30412-AG,Futaleufu
42924-50114-EE,Petorca
29355-66673-OM,Lampa
59722-7483-DN,Buin
52194-70852-GJ,Cabrero
24618-96548-FJ,Pozo Almonte
80971-24563-EK,Natales
15763-41346-DE,Quirihue
93103-94484-BF,El Monte
36824-42847-EN,Los Muermos
6791-53422-ID,Malloa
41738-53285-MG,Vichuquen
35941-53205-MN,Olivar
60479-97449-EB,Ovalle
2608-38855-BB,Quemchi
40746-30620-JO,Iquique
97727-97177-GA,Diego de Almagro
25303-21164-LD,San Fabian
8472-94729-BI,San Jose de Maipo
32965-63575-BE,Ninhue
50688-16947-AO,Laguna Blanca
56723-89902-HE,Cochrane
46621-94757-BL,Curaco de Velez
65900-50890-KB,Pelluhue
33492-57976-OD,San Ignacio
63795-3703-BK,Maule
44249-16406-KM,Primavera
65378-4320-JG,Chonchi
66578-8720-GF,Sagrada Familia
30606-10989-DD,Vicuña
57240-23078-LB,Quillon
12296-26296-LL,Coelemu
58212-71846-AL,Iquique
81974-72904-JI,Coronel
6408-74278-EM,San Felipe
66300-54967-OF,Chañaral
21735-38715-KL,Puente Alto
86868-81919-OM,Navidad
30904-9015-DH,Isla de Maipo
65439-3120-OF,Lo Espejo
59210-62258-IF,Viña del Mar
32006-98210-NL,Yungay
7005-96890-LJ,Puerto Varas
87844-34978-BL,San Carlos
50246-92322-AI,Yumbel
97368-90960-GL,Palena
71685-80786-NL,Cochamo
34780-24683-GJ,Angol
42952-12257-JG,La Higuera
36944-52848-NK,Nancagua
93334-89141-IO,Ercilla
96153-70179-DI,Rio Ibañez
73897-4984-OF,San Carlos
47302-90869-NB,Curarrehue
4968-78453-FH,Peñaflor
33890-6198-GB,Palmilla
67735-80561-DK,Maule
7839-21448-LH,San Juan de la Costa
37020-26775-JB,Lago Ranco
83262-77839-JD,Traiguen
27428-23868-JL,Peñaflor
21133-74103-AN,Pemuco
84506-84166-BG,San Nicolas
76766-1239-NG,Alto Hospicio
34825-74891-KK,Taltal
90066-72976-FE,Pelarco
98287-53633-IO,San Pedro
65793-62149-FB,Curico
55207-5565-NJ,San Miguel
46069-93991-OM,Ancud
61465-78721-AE,Quilpue
2999-44534-AA,Lanco
28452-79513-FM,Rio Bueno
8295-89073-AF,Padre Hurtado
60047-14770-MN,Calera de Tango
71902-90485-OE,Negrete
37929-64043-JB,Rancagua
54357-41529-BK,Peralillo
75360-5080-DO,La Ligua
76494-79066-FK,Los Lagos
45600-72341-DI,Limache
5174-245-BE,Pichidegua
31191-33174-LK,Tierra Amarilla
15756-15282-OJ,Temuco
86989-59974-HI,Palmilla
17089-4062-BH,Calera de Tango
7359-41816-DM,Lonquimay
99111-13416-HN,Coronel
62444-52654-OB,Puente Alto
71670-4708-OJ,Pumanque
17505-1766-GK,Palena
91003-83847-JN,Pelluhue
26711-42274-HD,Llaillay
69707-22910-DB,Porvenir
38809-19383-IM,Empedrado
70392-32408-BM,La Cisterna
71132-40154-DD,Juan Fernandez
71200-64704-BI,Huechuraba
97924-55855-GN,Curacautin
22557-88294-DO,Renaico
77728-24116-NB,Camiña
44335-56130-FA,Curanilahue
28242-74622-IH,Navidad
14022-61547-JJ,Mariquina
99155-81597-EB,Putaendo
22233-53689-IO,Pitrufquen
12499-91846-AN,Hualañe
61754-77281-MJ,Villa Alegre
58681-63227-HG,Pencahue
53007-37464-LH,Cholchol
10407-35834-HI,Recoleta
87183-64573-BF,Pudahuel
25915-777-EN,Calama
61845-27124-MM,San Pedro de la Paz
32010-36904-ON,San Joaquin
13221-16329-BF,Taltal
13640-43227-LG,Cerro Navia
8836-78411-LL,Caldera
9146-18487-HF,Curico
3491-57788-LF,Curarrehue
29361-96636-HH,Calle Larga
11734-1936-NL,Ñuñoa
38331-73466-DD,Catemu
98678-12769-DK,Parral
44802-19266-NA,Dalcahue
79086-86349-FB,Recoleta
31886-34892-FI,Camiña
38899-67646-II,Coelemu
42647-26662-GK,Curaco de Velez
58178-78410-ID,Litueche
47701-80045-DG,Putaendo
44715-41551-IB,Porvenir
70467-10682-HF,Independencia
20994-62194-JD,San Bernardo
25834-57855-KF,Arica
66598-26902-LG,Paiguano
91530-9544-IL,Punitaqui
60546-6841-FE,Monte Patria
33465-61985-GN,Cerro Navia
57206-69695-GM,Buin
93141-50999-BA,Treguaco
58999-5993-EF,Camiña
21190-55379-JN,Negrete
85753-23650-IK,San Rafael
54596-95643-DJ,Freirina
57211-77436-LI,Sagrada Familia
21799-35834-BB,Padre Hurtado
83180-38623-KL,Doñihue
86262-83402-EB,Santa Barbara
43881-54959-EK,Cabildo
13445-48791-BB,La Granja
5674-46481-EF,El Bosque
61319-26262-LB,Talcahuano
22083-17719-LI,Codegua
29730-67936-FF,Licanten
22373-16688-DG,Rio Negro
53212-65634-JD,Sagrada Familia
54185-49121-FF,Combarbala
69986-18534-AB,Los Muermos
49729-37510-BJ,Puerto Octay
55002-13337-OB,Tolten
33984-53912-JG,Los Lagos
46763-36959-FF,San Gregorio
47944-14684-AB,Vichuquen
41187-17138-LO,Lanco
66840-63033-GB,Santo Domingo
36519-52448-GI,Requinoa
45189-57909-HK,Primavera
72867-27739-JO,El Monte
48727-5318-BG,Palmilla
58511-99292-KM,San Felipe
36091-50061-DL,Llanquihue
17455-92036-HN,Los Vilos
61238-20057-LM,Valparaiso
57544-26439-MF,Peralillo
43730-88337-EH,Los Angeles
89772-48686-GD,Los Angeles
74240-20064-GA,Nueva Imperial
63094-59253-BI,Palmilla
8126-41318-HA,Vicuña
72300-38294-NL,Florida
23029-2844-KN,Torres del Paine
9760-16482-BM,Primavera
82400-97912-FD,Curacautin
8627-32931-HB,Pumanque
83628-49476-IG,San Juan de la Costa
80645-1288-DN,Contulmo
22012-56931-FD,Cañete
19163-78751-OA,Alto Biobio
68834-32621-KB,Chonchi
45748-43693-LF,La Florida
45823-34064-HN,La Serena
5488-88410-GN,Isla de Maipo
89714-58376-MA,San Antonio
47791-92509-GM,Pitrufquen
49858-78318-GJ,Calera
46494-35551-EB,Penco
60733-85364-BK,Las Condes
34010-96890-OA,Cabrero
14455-94943-HI,Salamanca
17313-17634-OI,Alto Biobio
29815-32308-AA,Ollagüe
95760-85801-MJ,Caldera
83960-19640-FJ,Rancagua
37629-17559-GH,Angol
87618-15101-NB,Penco
49421-56276-OL,O'Higgins
75516-25501-OF,Cañete
57285-27863-JB,Concon
85438-30212-GE,Freirina
66400-87578-BI,Camiña
84880-6666-HG,Vallenar
43048-6334-FB,La Estrella
27197-33247-EO,Santiago
52368-30252-BG,Paiguano
98413-85891-OK,Lo Prado
84479-19350-HJ,San Rafael
62792-44519-MF,Cholchol
3750-95582-EL,Quilaco
92989-36445-EL,Paillaco
68053-77444-AE,La Pintana
26719-7047-JI,Salamanca
32123-8075-DL,Hualañe
6287-32657-DO,Illapel
54198-26474-GE,Rancagua
3916-94906-KF,Empedrado
5746-37130-FD,Pichidegua
88383-1465-IM,Pelluhue
12605-93421-GF,Hualpen
90606-89092-HA,Quintero
29931-73927-MB,San Pedro
38195-1009-GK,Rancagua
92728-1087-GD,Perquenco
65398-36722-GD,Marchihue
40171-67839-DO,Puerto Octay
1346-24868-OA,Longavi
62687-44779-KO,Lolol
82633-84523-NB,Huasco
36049-52253-KI,Santa Barbara
42396-86664-GA,Mejillones
53451-94796-BO,Ercilla
29576-83412-HF,Los Lagos
20244-47793-BK,Curico
14013-17903-EL,Pirque
98299-55481-EM,Tierra Amarilla
38924-59969-JA,Maria Pinto
48458-51641-OL,Valdivia
15926-36324-ML,La Florida
3263-23450-BN,Casablanca
82054-27213-IM,Tiltil
74651-51306-JG,Curacavi
97291-72891-BO,Hualqui
28270-73338-HI,Yungay
55279-30068-MI,General Lagos
50864-7441-IO,Lota
76740-24422-LL,Romeral
80759-77409-II,Victoria
8202-53942-IO,Villa Alemana
26208-33752-BI,Villa Alemana
93665-1371-MJ,San Antonio
26591-2928-MD,San Javier
94325-96051-OJ,Ninhue
74135-93652-NN,Doñihue
90239-76945-LK,Nogales
44774-99610-BB,Yungay
71341-91495-BE,Cabildo
68268-5070-ML,Alto Hospicio
39819-39894-BA,Hualpen
78932-8717-MH,Lanco
67497-21584-GO,Rauco
99413-42107-IL,La Estrella
613-88931-IK,Cisnes
23701-96305-NI,Hualañe
98835-97703-AH,Quilleco
96781-17054-KK,Quilleco
39049-38628-AF,Coelemu
61768-65044-LM,Navidad
44359-49076-NK,Melipilla
62907-88614-MB,Cerro Navia
44898-77669-BL,Estacion Central
59512-58199-OF,Renca
69413-17094-NH,Coronel
64823-75346-HA,Cartagena
85714-66352-BI,Constitucion
84865-2848-FF,Cobquecura
13933-41237-BF,Santa Maria
66329-51533-FL,Laguna Blanca
65896-31409-JM,Porvenir
68079-65930-NK,San Fernando
780-30101-KB,Alto Biobio
82413-40078-IH,Coihaique
64158-6737-IE,Hualañe
74177-31754-FD,Chile Chico
6737-98072-JD,Providencia
42044-80107-HB,Ercilla
96801-62106-LE,San Fabian
24550-59504-HB,Portezuelo
76091-21639-OA,San Pedro
2108-68521-DK,Conchali
12082-47486-GL,Frutillar
95863-93717-OH,Llanquihue
69884-26781-NH,Alto Hospicio
80356-96561-BM,Vichuquen
25609-67471-HA,Melipeuco
413-10376-GB,Ñiquen
66412-77750-IL,Maipu
65955-17640-EI,Taltal
13035-54823-II,Coronel
19257-51845-JH,Laguna Blanca
97134-48595-BB,El Monte
90619-63273-KO,El Carmen
24968-78226-JA,Quintero
99324-57880-EO,Melipilla
31731-35600-MB,Pinto
83231-98044-GE,Cobquecura
40954-94290-GF,Collipulli
6861-88446-JE,Portezuelo
32310-82736-FH,Renaico
58439-17643-DK,Pucon
41745-11928-MH,Macul
79775-19188-BG,San Javier
9703-78449-JJ,Chañaral
30528-22274-AK,Malloa
6709-23714-LB,Conchali
59350-92745-BN,Cobquecura
12270-11420-GJ,Padre Las Casas
37993-42269-HO,Puyehue
88861-88269-BH,Rengo
76407-42466-BB,Los Andes
80754-66120-HH,Llanquihue
75731-84842-BB,Chaiten
91818-77309-MJ,Graneros
11579-95379-BA,Los Vilos
80769-39866-GE,Tocopilla
81841-11480-MG,Pencahue
58304-37989-AG,Mafil
5943-35538-ON,Graneros
51388-88943-BL,Mafil
60733-82463-HA,Parral
51316-80673-FM,Pemuco
80909-17793-AD,Coihaique
30183-67187-NG,San Rafael
74800-47959-BK,Vallenar
6997-51201-AN,San Carlos
49296-8451-HL,Coinco
69213-89042-BA,Chonchi
72009-67509-IB,Torres del Paine
46974-44076-GO,Requinoa
78241-78496-JG,Talcahuano
91071-60966-HO,Cañete
97167-47326-DA,La Ligua
14752-7771-AB,Llaillay
18613-47129-KE,Retiro
21189-93015-FO,Quilleco
13988-45196-JJ,Cholchol
31171-4155-EH,Talcahuano
63785-43724-HN,Navidad
81365-88340-OG,Chillan Viejo
10840-5337-MI,Cunco
68755-20489-MF,Estacion Central
4392-31717-GA,Primavera
44435-20361-NO,San Bernardo
42850-8516-EM,Carahue
79373-20707-MD,Coelemu
31872-62494-NG,Puchuncavi
18983-75646-GJ,Monte Patria
20564-24319-FD,Independencia
74869-81882-KM,Macul
22062-69185-EF,Mariquina
8617-99661-ME,Collipulli
88681-9596-II,Lolol
30126-2520-HG,Aisen
39936-3001-OA,Ñiquen
41379-25704-OM,Maria Elena
64893-34404-OJ,Palmilla
17869-8684-BO,Mulchen
48670-33824-KE,Valdivia
44772-64189-HI,Pencahue
29522-55818-KD,Quilicura
46893-33021-MF,Penco
33863-93143-FB,Villa Alemana
4122-193-HO,Los Lagos
95529-5202-BI,Chañaral
321-64701-FL,Ercilla
8425-41552-BD,Torres del Paine
65252-92374-AE,Concon
22310-17399-KI,Freire
69428-81670-JI,Santa Juana
69028-95494-MI,La Florida
67923-85629-FB,Antartica
29841-97227-FH,Purranque
88001-23777-GD,Pirque
89247-81300-HB,Doñihue
12596-23235-BK,Marchihue
81350-72182-DG,Tirua
37291-63930-OB,Chillan
35670-44168-OG,La Cruz
10607-65643-KI,El Tabo
92542-86439-LB,Linares
72459-80321-LD,Valdivia
13636-94082-EA,Machali
53682-81497-JO,Natales
48567-2958-IE,Tierra Amarilla
368-9839-KM,Empedrado
34566-82919-OH,Antuco
85464-47970-AN,Ovalle
98257-28698-IM,Curepto
48925-47025-KD,Tierra Amarilla
63919-60894-KI,Combarbala
32308-49132-IJ,Osorno
34488-38994-KH,Castro
53805-13178-GH,Tiltil
70961-68896-EM,La Granja
24508-6495-NA,Quirihue
9688-51632-MM,Arauco
17070-15648-JL,Los Lagos
94535-57196-JG,Angol
26684-18669-MI,Chillan Viejo
88124-9392-OI,Peumo
19792-4900-GH,Pichidegua
89484-33300-NA,La Ligua
58689-48229-AF,Santo Domingo
49274-38686-DM,Alto del Carmen
93997-48006-AK,Rio Negro
84821-67717-HF,Santiago
80895-17746-JH,Isla de Maipo
78794-73294-DL,San Miguel
97738-94085-HF,Maria Pinto
91363-82864-AG,Quirihue
3418-79814-BF,Tucapel
48773-96505-LJ,Huechuraba
40910-28160-AI,Cabrero
17055-43268-HB,Ranquil
43951-43442-EH,Castro
75363-88076-ND,Placilla
51290-82020-BJ,San Esteban
91962-57684-AH,Providencia
76897-81858-BN,La Pintana
68537-72299-DI,Futaleufu
84707-25983-EB,Quilicura
74924-78127-ED,Corral
28755-73838-MK,Rio Ibañez
98797-58006-JB,La Pintana
46525-35121-JO,Palmilla
1874-94521-FF,Arica
79222-60511-LD,Las Cabras
30017-43779-GG,Yungay
32738-26016-KB,Requinoa
4052-53606-OH,Dalcahue
42918-22204-FB,Lolol
83031-40775-BB,Coihueco
19729-9823-IA,San Bernardo
12393-25364-DF,La Pintana
18571-82144-AG,Tucapel
97301-41568-HK,Curico
13548-19421-GK,Cobquecura
91394-56251-FN,Freirina
66877-36925-BE,Canela
11185-33578-EH,El Carmen
77581-54484-AG,Colchane
45488-20664-BN,Quilleco
53911-61991-BG,Los Angeles
57575-97259-JG,Illapel
48184-10043-KE,Chile Chico
23675-36620-NJ,La Cisterna
91271-28620-KB,Pichilemu
86162-2794-MJ,Vichuquen
48601-22044-JE,Coquimbo
8946-24025-EL,Colchane
71391-46139-FB,Alto del Carmen
68466-27374-OD,Concon
1293-3879-LN,Timaukel
33465-25377-KK,Los Andes
54616-90341-KI,Los Lagos
29794-99467-LK,San Ignacio
77554-79248-MK,Contulmo
87903-59847-GB,Maule
58310-57782-BO,Los Andes
1608-51049-ML,Pica
1126-13534-IJ,Peñalolen
72268-22054-IK,Coelemu
89652-35036-MG,Ninhue
13802-10354-FF,Recoleta
10270-29792-DL,Cabo de Hornos
92399-9509-JB,Rinconada
24554-82506-KM,Lolol
45725-64859-AO,Pucon
33974-92217-AK,La Union
4850-78173-BL,Arica
55282-30213-OG,Canela
10825-78367-JG,Estacion Central
62582-71463-GN,Concepcion
37901-96689-JO,Cochrane
59361-61655-EI,Chillan Viejo
39495-83981-DI,Huara
75597-48077-GF,Viña del Mar
44442-18830-NA,Cochrane
82477-95792-AD,Ercilla
71185-21116-BN,Peñaflor
60476-91134-IB,Requinoa
59000-24147-NA,Las Cabras
63117-30765-AN,San Pablo
58171-2446-BF,Palmilla
57655-41836-ED,Quilicura
78304-42989-IF,La Ligua
74568-79712-FJ,Santo Domingo
56561-57484-IO,Los Vilos
58237-76907-FG,Cerrillos
21690-42330-HE,Cañete
41985-59644-MM,Calera
7276-72434-HN,Lampa
33613-8689-JB,Valparaiso
23019-55791-NH,Padre Hurtado
51026-51001-GG,San Bernardo
53212-84502-BM,Quirihue
93844-58975-JO,Ercilla
11667-849-JE,Pumanque
89812-88200-FO,Renca
66755-3705-JJ,Recoleta
58870-24545-HJ,Lautaro
31636-59860-IO,San Ramon
97021-40490-HH,Huasco
45596-84460-DG,Combarbala
65544-36991-IM,Alto Hospicio
20840-82104-FF,Conchali
399-44463-AM,Hualpen
68507-73816-FE,Puchuncavi
88826-28982-AJ,Santiago
78333-66295-OJ,Maipu
4960-50996-BE,Petorca
9048-91114-FF,Tirua
30406-63803-HD,San Pedro
84876-87935-NG,Mafil
96436-93055-FD,Treguaco
75233-18617-JL,Yumbel
81477-79570-LL,Petorca
85580-71236-OE,Colina
61372-38583-DD,Puerto Varas
11994-35851-EB,Cabrero
66218-89848-LB,Peumo
70279-94207-GL,El Quisco
47118-30845-MG,Quellon
7852-62308-EF,San Bernardo
69310-10163-JA,Renca
26676-14519-OM,Valdivia
94280-89021-IH,Recoleta
86572-8156-MB,Rio Verde
96077-25852-FO,Casablanca
4844-170-HN,Contulmo
92228-81846-EJ,Pucon
42669-23704-EO,Retiro
51397-98002-DL,Coihueco
22809-52302-DK,Tierra Amarilla
29608-19257-GA,Santa Maria
58484-14509-BB,Puerto Octay
53402-16897-AM,San Felipe
38745-85857-GM,Taltal
78068-28189-JI,Quilpue
81188-26376-IG,Tome
41546-62831-MK,Placilla
82585-1839-FJ,El Monte
56301-92627-GN,Chiguayante
86108-93210-BI,Frutillar
29933-18666-NI,San Esteban
35178-48988-DD,Cholchol
90371-46070-NB,Curacautin
96481-55308-OE,Temuco
67167-94902-BL,Quilpue
6303-72110-ML,Traiguen
70403-25653-BA,Peñalolen
82052-35796-IO,Zapallar
71373-31492-HA,Peñalolen
6143-39758-JO,Tome
70140-10645-HG,Puqueldon
43629-5766-IH,San Pablo
62752-42162-JB,Pemuco
8330-67436-EJ,Antofagasta
42211-21581-BF,Mariquina
24363-5385-MO,Las Cabras
85902-61107-OF,Pudahuel
91801-69241-OO,Frutillar
19345-24559-LK,Recoleta
35872-73530-BB,Chonchi
53355-95448-MB,Collipulli
45666-39815-II,Angol
33562-1868-BE,Maipu
18761-29093-OL,Talagante
40670-29697-MO,Graneros
72383-25480-LB,Alhue
67959-70405-NE,Graneros
54029-54550-IM,Limache
77886-10764-BO,Pinto
83159-41806-AO,Curarrehue
91787-90311-KE,Penco
62030-84691-BG,Cabo de Hornos
45108-44545-KA,Coltauco
46180-53698-NB,Salamanca
79146-12241-OL,Renaico
33194-18264-GI,Iquique
15054-61467-KG,Curacavi
3832-96168-GG,Molina
23078-57212-DN,Hualaihue
29715-21321-BD,Cartagena
73551-54136-DD,Los Angeles
45965-56566-HG,Pemuco
46056-88344-HM,Pudahuel
83136-60064-DH,Estacion Central
52579-46178-EN,Maipu
23919-82699-DB,Corral
51818-37884-KD,Vicuña
7015-48415-BF,Santa Barbara
93198-76069-FE,Corral
75069-80476-JB,Quillon
86229-81380-AM,Cobquecura
50016-59751-BB,Laja
36346-79509-MG,Independencia
46780-27399-EE,Isla de Maipo
96606-16847-KB,Curico
39042-77114-AF,Hualaihue
35326-97999-IB,Lampa
1342-5306-FE,San Vicente
25089-34240-EF,Vitacura
71909-73893-JA,Santo Domingo
17516-20642-KL,Curacavi
64460-61324-ME,Puerto Varas
1774-80312-BI,Tiltil
97640-56346-AK,Galvarino
5515-20634-BB,Lonquimay
5827-74148-HG,Olmue
34072-70717-LH,San Miguel
35598-89931-OB,Litueche
15-43812-BB,Colina
83998-33282-DB,Santa Barbara
54351-77549-NG,Quillon
41292-3906-IL,Maria Elena
86224-22817-GM,Alhue
46825-7138-LH,Providencia
33643-80943-FJ,Paine
29799-76889-BH,Lo Barnechea
91872-69746-JH,Lebu
55161-80496-FI,Concon
89176-76505-NI,Casablanca
67291-57600-KJ,Saavedra
8543-50953-LA,Quilicura
64312-21608-BL,San Joaquin
38146-57625-IO,Putaendo
77194-39676-EK,Calbuco
67108-96096-JD,Purranque
45615-53-GJ,Chaiten
2655-14605-FH,Cañete
38274-70904-HG,Rinconada
69673-36327-KB,Rio Bueno
44366-49625-JL,Tolten
12483-71142-FB,Canela
17388-92686-AO,Hualañe
41445-64814-FO,Punta Arenas
99437-46704-NO,El Quisco
20472-74833-IJ,San Pablo
